,entity,code,year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,owid_region
1543,Sierra Leone,SLE,2017,44.83318,78.74271,68.66314,Africa
1544,Sierra Leone,SLE,2019,43.57778,78.1976,67.86192,Africa
1545,Singapore,SGP,1980,83.0,96.0,96.0,Asia
1546,Singapore,SGP,1990,89.0,99.0,99.0,Asia
1547,Singapore,SGP,2000,93.0,99.0,100.0,Asia
1548,Singapore,SGP,2010,96.0,100.0,100.0,Asia
1549,Singapore,SGP,2011,96.0,100.0,100.0,Asia
1550,Singapore,SGP,2012,96.0,100.0,100.0,Asia
1551,Singapore,SGP,2013,97.0,100.0,100.0,Asia
1552,Singapore,SGP,2014,97.0,100.0,100.0,Asia
1553,Singapore,SGP,2015,97.0,100.0,100.0,Asia
1554,Singapore,SGP,2016,97.0,100.0,100.0,Asia
1555,Singapore,SGP,2017,97.0,100.0,100.0,Asia
1556,Singapore,SGP,2018,97.0,100.0,100.0,Asia
1557,Singapore,SGP,2019,97.0,100.0,100.0,Asia
1558,Singapore,SGP,2020,97.0,100.0,100.0,Asia
1559,Singapore,SGP,2021,98.0,100.0,100.0,Asia
1560,Slovenia,SVN,1991,100.0,100.0,100.0,Europe
1561,Solomon Islands,SLB,1999,77.0,,,
1562,Somalia,SOM,2006,,,23.79,Africa
1563,Somalia,SOM,2022,54.0,76.0,65.0,Africa
1564,South Africa,ZAF,1980,76.0,85.0,85.0,Africa
1565,South Africa,ZAF,1996,82.0,93.0,94.0,Africa
1566,South Africa,ZAF,2007,89.0,97.0,98.0,Africa
1567,South Africa,ZAF,2009,93.0,98.0,99.0,Africa
1568,South Africa,ZAF,2010,93.0,98.0,99.0,Africa
1569,South Africa,ZAF,2011,93.0,98.0,99.0,Africa
1570,South Africa,ZAF,2012,94.0,98.0,99.0,Africa
1571,South Africa,ZAF,2014,94.0,99.0,99.0,Africa
1572,South Africa,ZAF,2015,94.0,99.0,99.0,Africa
1573,South Africa,ZAF,2016,91.73724,95.83106,97.71958,Africa
1574,South Africa,ZAF,2017,87.0,94.0,97.0,Africa
1575,South Africa,ZAF,2019,95.0,98.0,99.0,Africa
1576,South Africa,ZAF,2021,90.0,96.0,97.0,Africa
1577,South Asia (WB),,1975,36.03934,61.23359,32.74992,
1578,South Asia (WB),,1976,36.04425,61.21412,32.72811,
1579,South Asia (WB),,1977,36.69573,61.64887,33.80736,
1580,South Asia (WB),,1978,37.34392,61.9847,34.88634,
1581,South Asia (WB),,1979,37.98554,62.23472,35.96832,
1582,South Asia (WB),,1980,38.5959,62.3737,36.94905,
1583,South Asia (WB),,1981,39.17633,62.3914,37.82758,
1584,South Asia (WB),,1982,39.82555,62.57432,38.92459,
1585,South Asia (WB),,1983,40.47922,62.71156,40.01843,
1586,South Asia (WB),,1984,41.1337,62.81609,41.12846,
1587,South Asia (WB),,1985,41.78567,62.97352,42.23746,
1588,South Asia (WB),,1986,42.44037,63.16405,43.34882,
1589,South Asia (WB),,1987,43.09805,63.43552,44.40838,
1590,South Asia (WB),,1988,43.84537,66.51168,42.31399,
1591,South Asia (WB),,1989,44.61243,67.4087,44.00039,
1592,South Asia (WB),,1990,45.35921,68.20921,45.63503,
1593,South Asia (WB),,1991,46.08564,68.92892,47.24611,
1594,South Asia (WB),,1992,47.08633,70.42248,48.73938,
1595,South Asia (WB),,1993,48.08146,71.8677,50.23563,
1596,South Asia (WB),,1994,48.84938,72.58117,51.90192,
1597,South Asia (WB),,1995,49.64049,73.29805,53.54513,
1598,South Asia (WB),,1996,50.4492,74.01736,55.14931,
1599,South Asia (WB),,1997,51.26017,74.6834,56.55587,
1600,South Asia (WB),,1998,56.07956,78.93805,59.33065,
1601,South Asia (WB),,1999,56.87631,79.58144,61.19646,
1602,South Asia (WB),,2000,57.65058,80.11587,62.95541,
1603,South Asia (WB),,2001,58.41306,80.55457,64.61875,
1604,South Asia (WB),,2002,59.20313,81.07521,66.302,
1605,South Asia (WB),,2003,60.09578,82.17898,67.5551,
1606,South Asia (WB),,2004,60.87617,82.60598,69.19014,
1607,South Asia (WB),,2005,60.67367,84.34488,69.3995,
1608,South Asia (WB),,2006,60.84876,83.2914,70.5399,
1609,South Asia (WB),,2007,61.68392,83.58977,72.24752,
1610,South Asia (WB),,2008,62.5963,84.51249,73.95381,
1611,South Asia (WB),,2009,63.45801,85.06028,75.67667,
1612,South Asia (WB),,2010,66.02896,86.65498,77.2101,
1613,South Asia (WB),,2011,66.62986,86.86274,78.52292,
1614,South Asia (WB),,2012,66.67659,87.20437,79.44468,
1615,South Asia (WB),,2013,67.70576,88.39692,81.3398,
1616,South Asia (WB),,2014,68.45516,88.77747,82.62181,
1617,South Asia (WB),,2015,69.78215,89.4431,84.15232,
1618,South Asia (WB),,2016,71.10578,90.26568,85.64712,
1619,South Asia (WB),,2017,71.66783,90.72693,86.29461,
1620,South Asia (WB),,2018,72.19206,90.6786,86.08996,
1621,South Asia (WB),,2019,71.96603,93.54365,88.6587,
1622,South Asia (WB),,2020,72.68319,93.79383,89.36649,
1623,South Asia (WB),,2021,73.47901,94.11137,90.07337,
1624,South Asia (WB),,2022,74.26527,94.38901,90.81525,
1625,South Asia (WB),,2023,75.00885,94.64723,91.47357,
1626,South Korea,KOR,2008,98.0,100.0,100.0,Asia
1627,South Sudan,SSD,2008,27.0,44.0,30.0,Africa
1628,South Sudan,SSD,2010,,,24.87,Africa
1629,Spain,ESP,1981,93.0,99.0,99.0,Europe
1630,Spain,ESP,1991,96.0,100.0,100.0,Europe
1631,Spain,ESP,2004,97.0,100.0,100.0,Europe
1632,Spain,ESP,2005,98.0,100.0,100.0,Europe
1633,Spain,ESP,2006,98.0,100.0,99.0,Europe
1634,Spain,ESP,2007,98.0,100.0,100.0,Europe
1635,Spain,ESP,2008,98.0,100.0,100.0,Europe
1636,Spain,ESP,2009,98.0,100.0,100.0,Europe
1637,Spain,ESP,2010,98.0,100.0,100.0,Europe
1638,Spain,ESP,2011,98.0,100.0,100.0,Europe
1639,Spain,ESP,2012,98.0,100.0,100.0,Europe
1640,Spain,ESP,2013,98.0,100.0,100.0,Europe
1641,Spain,ESP,2014,98.0,100.0,100.0,Europe
1642,Spain,ESP,2015,98.0,100.0,100.0,Europe
1643,Spain,ESP,2016,98.0,100.0,100.0,Europe
1644,Spain,ESP,2018,98.0,100.0,100.0,Europe
1645,Spain,ESP,2020,99.0,99.0,100.0,Europe
1646,Spain,ESP,2021,100.0,100.0,100.0,Europe
1647,Sri Lanka,LKA,1981,87.0,92.0,90.0,Asia
1648,Sri Lanka,LKA,2001,91.0,95.0,96.0,Asia
1649,Sri Lanka,LKA,2006,91.0,97.0,98.0,Asia
1650,Sri Lanka,LKA,2008,91.0,97.0,99.0,Asia
1651,Sri Lanka,LKA,2010,91.0,98.0,99.0,Asia
1652,Sri Lanka,LKA,2016,92.0,98.0,99.0,Asia
1653,Sri Lanka,LKA,2017,92.0,99.0,99.0,Asia
1654,Sri Lanka,LKA,2018,92.0,99.0,99.0,Asia
1655,Sri Lanka,LKA,2019,92.0,99.0,99.0,Asia
1656,Sri Lanka,LKA,2020,92.0,99.0,99.0,Asia
1657,Sri Lanka,LKA,2021,92.0,99.0,99.0,Asia
1658,Sri Lanka,LKA,2022,92.0,98.0,99.0,Asia
1659,Sri Lanka,LKA,2023,93.0,99.0,99.0,Asia
1660,Sub-Saharan Africa (SDG),,1984,49.00235,70.43321,53.65901,
1661,Sub-Saharan Africa (SDG),,1985,49.37137,70.81741,54.50004,
1662,Sub-Saharan Africa (SDG),,1986,49.70577,71.08217,55.20773,
1663,Sub-Saharan Africa (SDG),,1987,50.36095,71.60052,56.15547,
1664,Sub-Saharan Africa (SDG),,1988,50.89607,71.72021,56.74593,
1665,Sub-Saharan Africa (SDG),,1989,51.45966,72.03917,57.48826,
1666,Sub-Saharan Africa (SDG),,1990,52.11274,72.29014,58.32958,
1667,Sub-Saharan Africa (SDG),,1991,52.47592,72.2987,58.80754,
1668,Sub-Saharan Africa (SDG),,1992,52.97165,72.05907,58.99608,
1669,Sub-Saharan Africa (SDG),,1993,53.5766,72.08115,59.63437,
1670,Sub-Saharan Africa (SDG),,1994,54.20362,72.18253,60.30622,
1671,Sub-Saharan Africa (SDG),,1995,54.63169,71.97712,60.54249,
1672,Sub-Saharan Africa (SDG),,1996,55.26828,71.98382,61.27053,
1673,Sub-Saharan Africa (SDG),,1997,56.09558,72.15557,62.15856,
1674,Sub-Saharan Africa (SDG),,1998,56.75086,72.20642,62.15919,
1675,Sub-Saharan Africa (SDG),,1999,57.59484,72.93401,62.95219,
1676,Sub-Saharan Africa (SDG),,2000,56.3906,71.98056,60.39209,
1677,Sub-Saharan Africa (SDG),,2001,57.14965,72.22311,61.33031,
1678,Sub-Saharan Africa (SDG),,2002,57.85295,74.55391,61.69737,
1679,Sub-Saharan Africa (SDG),,2003,58.36514,74.41884,62.31926,
1680,Sub-Saharan Africa (SDG),,2004,59.04088,74.9079,63.03124,
1681,Sub-Saharan Africa (SDG),,2005,58.71344,74.3745,62.67028,
1682,Sub-Saharan Africa (SDG),,2006,58.41726,74.48927,62.25977,
1683,Sub-Saharan Africa (SDG),,2007,58.17579,74.51744,62.46845,
1684,Sub-Saharan Africa (SDG),,2008,58.48229,74.663,62.84819,
1685,Sub-Saharan Africa (SDG),,2009,58.94138,75.04334,63.27447,
1686,Sub-Saharan Africa (SDG),,2010,59.61513,75.64068,64.61997,
1687,Sub-Saharan Africa (SDG),,2011,61.13006,76.85467,67.16404,
1688,Sub-Saharan Africa (SDG),,2012,62.3788,78.12264,68.71044,
1689,Sub-Saharan Africa (SDG),,2013,63.23391,78.90765,69.77118,
1690,Sub-Saharan Africa (SDG),,2014,63.92325,79.18538,70.63868,
1691,Sub-Saharan Africa (SDG),,2015,64.52015,79.54214,71.49852,
1692,Sub-Saharan Africa (SDG),,2016,65.10612,79.74457,72.37485,
1693,Sub-Saharan Africa (SDG),,2017,65.44503,80.03684,73.19637,
1694,Sub-Saharan Africa (SDG),,2018,67.06734,80.90309,74.63522,
1695,Sub-Saharan Africa (SDG),,2019,67.71821,80.98639,74.99446,
1696,Sub-Saharan Africa (SDG),,2020,67.9072,81.04912,75.18506,
1697,Sub-Saharan Africa (SDG),,2021,67.89861,81.16229,75.56274,
1698,Sub-Saharan Africa (SDG),,2022,68.2313,81.32142,75.94742,
1699,Sub-Saharan Africa (SDG),,2023,68.5022,81.43321,76.2435,
1700,Sub-Saharan Africa (WB),,1985,49.67415,71.36318,54.93128,
1701,Sub-Saharan Africa (WB),,1986,49.99505,71.60516,55.59864,
1702,Sub-Saharan Africa (WB),,1987,50.62446,72.09146,56.50027,
1703,Sub-Saharan Africa (WB),,1988,51.13833,72.19366,57.05974,
1704,Sub-Saharan Africa (WB),,1989,51.67959,72.48472,57.76546,
1705,Sub-Saharan Africa (WB),,1990,52.30686,72.71775,58.56817,
1706,Sub-Saharan Africa (WB),,1991,52.65164,72.7188,59.02214,
1707,Sub-Saharan Africa (WB),,1992,53.12544,72.48352,59.19959,
1708,Sub-Saharan Africa (WB),,1993,53.7068,72.50194,59.81377,
1709,Sub-Saharan Africa (WB),,1994,54.30921,72.60356,60.45989,
1710,Sub-Saharan Africa (WB),,1995,54.72155,72.41475,60.68785,
1711,Sub-Saharan Africa (WB),,1996,55.37812,72.45479,61.44891,
1712,Sub-Saharan Africa (WB),,1997,56.21824,72.65162,62.3643,
1713,Sub-Saharan Africa (WB),,1998,56.89161,72.72885,62.42521,
1714,Sub-Saharan Africa (WB),,1999,57.74526,73.44743,63.24683,
1715,Sub-Saharan Africa (WB),,2000,56.62755,72.55322,60.84378,
1716,Sub-Saharan Africa (WB),,2001,57.40014,72.80689,61.80151,
1717,Sub-Saharan Africa (WB),,2002,58.11591,75.05337,62.20535,
1718,Sub-Saharan Africa (WB),,2003,58.6459,74.9335,62.84995,
1719,Sub-Saharan Africa (WB),,2004,59.33332,75.41172,63.58071,
1720,Sub-Saharan Africa (WB),,2005,59.05679,74.91303,63.28228,
1721,Sub-Saharan Africa (WB),,2006,58.16811,74.18462,62.1581,
1722,Sub-Saharan Africa (WB),,2007,57.96338,74.22833,62.4056,
1723,Sub-Saharan Africa (WB),,2008,58.28565,74.385,62.81743,
1724,Sub-Saharan Africa (WB),,2009,58.75711,74.77022,63.27435,
1725,Sub-Saharan Africa (WB),,2010,59.43254,75.36194,64.61118,
1726,Sub-Saharan Africa (WB),,2011,60.91714,76.54916,67.10008,
1727,Sub-Saharan Africa (WB),,2012,62.14601,77.78892,68.62974,
1728,Sub-Saharan Africa (WB),,2013,62.99641,78.56353,69.69256,
1729,Sub-Saharan Africa (WB),,2014,63.68724,78.85027,70.56996,
1730,Sub-Saharan Africa (WB),,2015,64.28751,79.20958,71.43871,
1731,Sub-Saharan Africa (WB),,2016,64.87826,79.42151,72.32338,
1732,Sub-Saharan Africa (WB),,2017,65.2303,79.71815,73.15344,
1733,Sub-Saharan Africa (WB),,2018,66.81657,80.56685,74.57623,
1734,Sub-Saharan Africa (WB),,2019,67.44165,80.64873,74.9221,
1735,Sub-Saharan Africa (WB),,2020,67.62379,80.71279,75.10625,
1736,Sub-Saharan Africa (WB),,2021,67.61568,80.82516,75.47069,
1737,Sub-Saharan Africa (WB),,2022,67.93573,80.98119,75.84205,
1738,Sub-Saharan Africa (WB),,2023,68.19624,81.09069,76.12796,
1739,Sudan,SDN,2000,61.0,86.0,72.0,Africa
1740,Sudan,SDN,2008,54.0,69.0,63.0,Africa
1741,Sudan,SDN,2010,,,64.81,Africa
1742,Sudan,SDN,2014,,,100.0,Africa
1743,Suriname,SUR,2004,90.0,96.0,94.0,South America
1744,Suriname,SUR,2006,,,94.92,South America
1745,Suriname,SUR,2008,95.0,99.0,99.0,South America
1746,Suriname,SUR,2010,95.0,98.0,99.0,South America
1747,Suriname,SUR,2012,93.0,98.0,97.0,South America
1748,Suriname,SUR,2018,,97.44166,97.9577,South America
1749,Syria,SYR,1981,56.0,89.0,59.0,Asia
1750,Syria,SYR,2002,83.0,97.0,93.0,Asia
1751,Syria,SYR,2004,81.0,95.0,90.0,Asia
1752,Syria,SYR,2006,,,89.05,Asia
1753,Syria,SYR,2021,94.0,98.0,98.0,Asia
1754,Tajikistan,TJK,1989,98.0,100.0,100.0,Asia
1755,Tajikistan,TJK,2000,99.0,100.0,100.0,Asia
1756,Tajikistan,TJK,2012,,,100.0,Asia
1757,Tajikistan,TJK,2017,,100.0,96.42241,Asia
1758,Tanzania,TZA,1988,59.0,86.0,78.0,Africa
1759,Tanzania,TZA,2002,69.0,81.0,76.0,Africa
1760,Tanzania,TZA,2012,78.0,87.0,85.0,Africa
1761,Tanzania,TZA,2015,78.0,87.0,85.0,Africa
1762,Tanzania,TZA,2022,,88.81121,85.12921,Africa
1763,Thailand,THA,1980,88.0,98.0,96.0,Asia
1764,Thailand,THA,2000,93.0,98.0,98.0,Asia
1765,Thailand,THA,2005,94.0,98.0,98.0,Asia
1766,Thailand,THA,2010,96.0,97.0,97.0,Asia
1767,Thailand,THA,2013,94.0,98.0,99.0,Asia
1768,Thailand,THA,2015,93.0,98.0,98.0,Asia
1769,Thailand,THA,2016,91.9814,97.36126,97.63726,Asia
1770,Thailand,THA,2018,94.0,98.0,99.0,Asia
1771,Thailand,THA,2019,91.26915,98.46694,98.57724,Asia
1772,Thailand,THA,2022,91.09987,97.94499,98.42796,Asia
1773,Togo,TGO,2000,53.0,84.0,64.0,Africa
1774,Togo,TGO,2006,57.0,85.0,68.0,Africa
1775,Togo,TGO,2009,57.0,88.0,75.0,Africa
1776,Togo,TGO,2010,,,51.42,Africa
1777,Togo,TGO,2011,60.0,87.0,73.0,Africa
1778,Togo,TGO,2014,,88.61,67.68,Africa
1779,Togo,TGO,2015,64.0,90.0,78.0,Africa
1780,Togo,TGO,2017,,89.43568,74.7365,Africa
1781,Togo,TGO,2019,67.0,92.0,84.0,Africa
1782,Togo,TGO,2022,72.59589,93.32553,87.65002,Africa
1783,Tonga,TON,1976,100.0,100.0,100.0,Oceania
1784,Tonga,TON,1996,99.0,99.0,99.0,Oceania
1785,Tonga,TON,2006,99.0,99.0,100.0,Oceania
1786,Tonga,TON,2011,99.0,99.0,100.0,Oceania
1787,Tonga,TON,2016,97.0,98.0,98.0,Oceania
1788,Tonga,TON,2019,91.05162,99.91556,99.87335,Oceania
1789,Trinidad and Tobago,TTO,1980,95.0,99.0,99.0,North America
1790,Trinidad and Tobago,TTO,1990,97.0,99.0,99.0,North America
1791,Trinidad and Tobago,TTO,2006,,,99.18,North America
1792,Trinidad and Tobago,TTO,2022,,89.05,99.7281,North America
1793,Tunisia,TUN,1984,48.0,86.0,63.0,Africa
1794,Tunisia,TUN,2004,74.0,96.0,92.0,Africa
1795,Tunisia,TUN,2007,77.0,98.0,95.0,Africa
1796,Tunisia,TUN,2008,78.0,98.0,95.0,Africa
1797,Tunisia,TUN,2010,79.0,98.0,96.0,Africa
1798,Tunisia,TUN,2011,80.0,98.0,96.0,Africa
1799,Tunisia,TUN,2012,80.0,98.0,96.0,Africa
1800,Tunisia,TUN,2014,79.0,97.0,96.0,Africa
1801,Tunisia,TUN,2018,79.47511,98.38471,97.53666,Africa
1802,Tunisia,TUN,2019,81.0,97.0,97.0,Africa
1803,Tunisia,TUN,2021,83.68263,98.83691,99.05225,Africa
1804,Tunisia,TUN,2023,86.24682,98.1943,98.12705,Africa
1805,Turkey,TUR,1975,62.0,91.0,68.0,Asia
1806,Turkey,TUR,1980,66.0,94.0,75.0,Asia
1807,Turkey,TUR,1985,76.0,96.0,86.0,Asia
1808,Turkey,TUR,1990,79.0,97.0,88.0,Asia
1809,Turkey,TUR,2004,87.0,98.0,93.0,Asia
1810,Turkey,TUR,2005,88.0,98.0,94.0,Asia
1811,Turkey,TUR,2006,88.0,98.0,94.0,Asia
1812,Turkey,TUR,2007,89.0,99.0,94.0,Asia
1813,Turkey,TUR,2009,91.0,99.0,97.0,Asia
1814,Turkey,TUR,2010,93.0,99.0,97.0,Asia
1815,Turkey,TUR,2011,94.0,99.0,98.0,Asia
1816,Turkey,TUR,2012,95.0,100.0,98.0,Asia
1817,Turkey,TUR,2013,95.0,100.0,99.0,Asia
1818,Turkey,TUR,2014,95.0,100.0,99.0,Asia
1819,Turkey,TUR,2015,96.0,100.0,99.0,Asia
1820,Turkey,TUR,2016,96.0,100.0,99.0,Asia
1821,Turkey,TUR,2017,96.0,100.0,100.0,Asia
1822,Turkey,TUR,2018,,100.0,98.8,Asia
1823,Turkey,TUR,2019,97.0,100.0,100.0,Asia
1824,Turkey,TUR,2021,97.0,100.0,100.0,Asia
1825,Turkey,TUR,2022,,92.57,91.87,Asia
1826,Turkmenistan,TKM,1995,99.0,100.0,100.0,Asia
1827,Turkmenistan,TKM,2015,,,99.83259,Asia
1828,Turkmenistan,TKM,2019,,,99.98405,Asia
1829,Turks and Caicos Islands,TCA,2020,,99.88,100.0,North America
1830,Tuvalu,TUV,2019,,99.09656,98.50764,Oceania
1831,Uganda,UGA,1991,56.0,77.0,63.0,Africa
1832,Uganda,UGA,2002,68.0,86.0,76.0,Africa
1833,Uganda,UGA,2006,71.0,87.0,81.0,Africa
1834,Uganda,UGA,2010,73.0,90.0,85.0,Africa
1835,Uganda,UGA,2012,70.0,86.0,82.0,Africa
1836,Uganda,UGA,2016,69.10132,81.41776,78.18981,Africa
1837,Ukraine,UKR,2001,99.0,100.0,100.0,Europe
1838,Ukraine,UKR,2005,,,100.0,Europe
1839,United Arab Emirates,ARE,1975,54.0,66.0,56.0,Asia
1840,United Arab Emirates,ARE,1985,71.0,81.0,85.0,Asia
1841,United Arab Emirates,ARE,2005,90.0,94.0,97.0,Asia
1842,United Arab Emirates,ARE,2019,98.0,98.0,99.0,Asia
1843,United Arab Emirates,ARE,2021,98.0,100.0,100.0,Asia
1844,United Arab Emirates,ARE,2022,98.0,100.0,100.0,Asia
1845,United Arab Emirates,ARE,2023,98.0,100.0,100.0,Asia
1846,Upper-middle-income countries,,1976,66.26719,91.12792,75.8102,
1847,Upper-middle-income countries,,1977,66.49083,91.19227,76.23382,
1848,Upper-middle-income countries,,1978,67.51543,91.68901,77.93932,
1849,Upper-middle-income countries,,1979,68.63815,92.23839,79.64136,
1850,Upper-middle-income countries,,1980,69.66099,92.60793,81.30511,
1851,Upper-middle-income countries,,1981,70.64652,92.93683,82.77965,
1852,Upper-middle-income countries,,1982,71.57013,93.15796,83.96197,
1853,Upper-middle-income countries,,1983,72.50382,93.4401,85.15379,
1854,Upper-middle-income countries,,1984,73.58393,93.75968,86.28322,
1855,Upper-middle-income countries,,1985,74.485,93.99423,87.09505,
1856,Upper-middle-income countries,,1986,75.36734,94.21991,87.842,
1857,Upper-middle-income countries,,1987,76.26551,94.85824,88.94913,
1858,Upper-middle-income countries,,1988,79.67043,95.26347,90.77799,
1859,Upper-middle-income countries,,1989,80.31058,95.32923,91.18136,
1860,Upper-middle-income countries,,1990,81.04114,95.47237,91.73029,
1861,Upper-middle-income countries,,1991,81.58651,95.69874,92.20113,
1862,Upper-middle-income countries,,1992,82.15758,95.88485,92.61763,
1863,Upper-middle-income countries,,1993,82.6979,96.0724,93.00922,
1864,Upper-middle-income countries,,1994,83.23142,96.25916,93.42463,
1865,Upper-middle-income countries,,1995,83.80124,96.46448,93.88871,
1866,Upper-middle-income countries,,1996,84.31269,96.55877,94.25958,
1867,Upper-middle-income countries,,1997,88.7168,97.60968,96.68306,
1868,Upper-middle-income countries,,1998,89.1177,97.6549,96.80286,
1869,Upper-middle-income countries,,1999,89.47645,97.70646,96.97013,
1870,Upper-middle-income countries,,2000,89.87667,97.79391,97.0581,
1871,Upper-middle-income countries,,2001,90.19642,97.85461,97.19832,
1872,Upper-middle-income countries,,2002,90.54139,97.99065,97.38526,
1873,Upper-middle-income countries,,2003,90.98183,98.2334,97.6757,
1874,Upper-middle-income countries,,2004,91.3237,98.30662,97.84007,
1875,Upper-middle-income countries,,2005,91.58416,98.38385,97.96663,
1876,Upper-middle-income countries,,2006,91.86817,98.24177,97.81661,
1877,Upper-middle-income countries,,2007,92.87729,98.41625,98.09707,
1878,Upper-middle-income countries,,2008,93.30886,98.77105,98.53875,
1879,Upper-middle-income countries,,2009,93.40503,98.41689,98.16295,
1880,Upper-middle-income countries,,2010,93.60919,98.39964,98.20577,
1881,Upper-middle-income countries,,2011,93.75011,98.40447,98.20221,
1882,Upper-middle-income countries,,2012,93.99739,98.44543,98.25984,
1883,Upper-middle-income countries,,2013,94.06516,98.41508,98.26575,
1884,Upper-middle-income countries,,2014,94.41684,98.53498,98.37738,
1885,Upper-middle-income countries,,2015,94.53935,98.51003,98.35668,
1886,Upper-middle-income countries,,2016,94.76116,98.51744,98.38106,
1887,Upper-middle-income countries,,2017,94.77168,98.37493,98.27023,
1888,Upper-middle-income countries,,2018,94.92602,98.38033,98.28093,
1889,Upper-middle-income countries,,2019,95.21391,98.49624,98.39383,
1890,Upper-middle-income countries,,2020,95.32048,98.49807,98.40296,
1891,Upper-middle-income countries,,2021,95.35308,98.46274,98.39409,
1892,Upper-middle-income countries,,2022,95.49537,98.46457,98.40409,
1893,Upper-middle-income countries,,2023,95.61952,98.43889,98.39037,
1894,Uruguay,URY,1975,94.0,98.0,99.0,South America
1895,Uruguay,URY,1985,95.0,98.0,99.0,South America
1896,Uruguay,URY,1996,97.0,98.0,99.0,South America
1897,Uruguay,URY,2006,98.0,98.0,99.0,South America
1898,Uruguay,URY,2007,98.0,98.0,99.0,South America
1899,Uruguay,URY,2008,98.0,98.6,99.2,South America
1900,Uruguay,URY,2009,98.0,98.6,99.3,South America
1901,Uruguay,URY,2010,98.0,98.4,99.2,South America
1902,Uruguay,URY,2011,98.0,98.6,99.1,South America
1903,Uruguay,URY,2012,98.0,98.6,99.3,South America
1904,Uruguay,URY,2013,98.0,98.6,99.3,South America
1905,Uruguay,URY,2014,98.0,98.3,99.4,South America
1906,Uruguay,URY,2015,99.0,98.6,99.2,South America
1907,Uruguay,URY,2016,99.0,98.9,99.4,South America
1908,Uruguay,URY,2017,99.0,98.6,99.3,South America
1909,Uruguay,URY,2018,99.0,98.6,99.2,South America
1910,Uruguay,URY,2019,99.0,98.7,99.3,South America
1911,Uruguay,URY,2021,,99.1,99.2,South America
1912,Uruguay,URY,2022,99.0,98.9,99.4,South America
1913,Uruguay,URY,2023,,98.7,99.4,South America
1914,Uzbekistan,UZB,2000,99.0,100.0,100.0,Asia
1915,Uzbekistan,UZB,2006,,,100.0,Asia
1916,Uzbekistan,UZB,2013,100.0,100.0,100.0,Asia
1917,Uzbekistan,UZB,2014,100.0,100.0,100.0,Asia
1918,Uzbekistan,UZB,2015,100.0,100.0,100.0,Asia
1919,Uzbekistan,UZB,2016,100.0,100.0,100.0,Asia
1920,Uzbekistan,UZB,2018,100.0,100.0,100.0,Asia
1921,Uzbekistan,UZB,2019,100.0,100.0,100.0,Asia
1922,Uzbekistan,UZB,2021,100.0,100.0,100.0,Asia
1923,Uzbekistan,UZB,2022,100.0,100.0,100.0,Asia
1924,Vanuatu,VUT,1979,53.0,76.0,68.0,Oceania
1925,Vanuatu,VUT,1999,74.0,,,
1926,Vanuatu,VUT,2023,87.96032,93.36447,94.51224,Oceania
1927,Venezuela,VEN,1981,85.0,92.0,94.0,South America
1928,Venezuela,VEN,1990,90.0,95.0,96.0,South America
1929,Venezuela,VEN,2000,,96.9,98.2,South America
1930,Venezuela,VEN,2001,93.0,97.0,98.3,South America
1931,Venezuela,VEN,2002,,97.2,98.4,South America
1932,Venezuela,VEN,2003,,97.2,98.5,South America
1933,Venezuela,VEN,2004,,97.7,98.6,South America
1934,Venezuela,VEN,2005,,97.6,98.5,South America
1935,Venezuela,VEN,2006,,97.8,98.8,South America
1936,Venezuela,VEN,2007,95.0,98.0,98.8,South America
1937,Venezuela,VEN,2008,,98.1,98.9,South America
1938,Venezuela,VEN,2009,96.0,98.3,98.8,South America
1939,Venezuela,VEN,2010,,98.1,98.8,South America
1940,Venezuela,VEN,2011,95.0,98.3,99.0,South America
1941,Venezuela,VEN,2012,,98.6,99.1,South America
1942,Venezuela,VEN,2013,,98.5,98.9,South America
1943,Venezuela,VEN,2014,,98.6,99.2,South America
1944,Venezuela,VEN,2015,97.0,99.0,99.0,South America
1945,Venezuela,VEN,2016,97.0,98.0,99.0,South America
1946,Vietnam,VNM,1979,84.0,96.0,94.0,Asia
1947,Vietnam,VNM,1989,88.0,94.0,93.0,Asia
1948,Vietnam,VNM,1999,90.0,95.0,94.0,Asia
1949,Vietnam,VNM,2000,90.0,96.0,94.0,Asia
1950,Vietnam,VNM,2006,,,100.0,Asia
1951,Vietnam,VNM,2009,94.0,97.0,97.0,Asia
1952,Vietnam,VNM,2014,,,98.81,Asia
1953,Vietnam,VNM,2019,96.0,99.0,99.0,Asia
1954,Vietnam,VNM,2020,,97.48152,98.96916,Asia
1955,Vietnam,VNM,2022,96.0,99.0,99.0,Asia
1956,World,OWID_WRL,1975,,84.20595,69.73282,
1957,World,OWID_WRL,1976,65.65894,84.17135,69.79862,
1958,World,OWID_WRL,1977,65.94926,84.20283,70.07248,
1959,World,OWID_WRL,1978,66.57221,84.46616,70.94979,
1960,World,OWID_WRL,1979,67.2339,84.77585,71.87965,
1961,World,OWID_WRL,1980,67.8477,84.9404,72.73877,
1962,World,OWID_WRL,1981,68.45067,85.0829,73.51524,
1963,World,OWID_WRL,1982,69.04228,85.20493,74.21412,
1964,World,OWID_WRL,1983,69.61146,85.2977,74.83505,
1965,World,OWID_WRL,1984,70.2725,85.46811,75.57709,
